"","vote_2019","gender","edu","age","province","dummy_vote"
"452","Liberal Party","Female","Graduated college","30 to 44","ON",1
"453","Conservative Party","Female","Didn't graduate high school","30 to 44","ON",0
"454","Conservative Party","Male","Graduated high school","45 to 59","QC",0
"455","Conservative Party","Male","Graduated high school","60 plus","AB",0
"456","Liberal Party","Male","Graduated college","45 to 59","QC",1
"457","Liberal Party","Female","Graduated high school","60 plus","QC",1
"458","Conservative Party","Female","Graduated high school","30 to 44","QC",0
"459","Liberal Party","Female","Graduated college","18 to 29","ON",1
"460","Liberal Party","Female","Graduated college","60 plus","MB",1
"461","Liberal Party","Female","Didn't graduate college","45 to 59","NS",1
"462","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"463","Liberal Party","Female","Graduated high school","30 to 44","ON",1
"464","Conservative Party","Female","Graduated college","30 to 44","NS",0
"465","Liberal Party","Female","Graduated college","30 to 44","ON",1
"466","Liberal Party","Male","Graduated college","60 plus","NB",1
"467","Liberal Party","Male","Graduated college","18 to 29","ON",1
"468","Liberal Party","Female","Graduated college","30 to 44","ON",1
"469","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"470","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"471","Liberal Party","Female","Didn't graduate high school","45 to 59","AB",1
"472","Liberal Party","Female","Graduated college","60 plus","QC",1
"473","Liberal Party","Male","Didn't graduate high school","60 plus","QC",1
"474","Liberal Party","Female","Didn't graduate college","45 to 59","AB",1
"475","Liberal Party","Female","Didn't graduate college","30 to 44","PE",1
"476","Liberal Party","Male","Graduated college","60 plus","ON",1
"477","Liberal Party","Female","Graduated college","60 plus","ON",1
"478","Conservative Party","Female","Graduated high school","45 to 59","SK",0
"479","Conservative Party","Female","Graduated college","30 to 44","AB",0
"480","Conservative Party","Male","Graduated college","45 to 59","ON",0
"481","Liberal Party","Male","Graduated college","60 plus","NL",1
"482","Conservative Party","Female","Graduated college","60 plus","ON",0
"483","Liberal Party","Female","Graduated college","30 to 44","ON",1
"484","Liberal Party","Female","Graduated college","30 to 44","MB",1
"485","Conservative Party","Female","Graduated high school","60 plus","ON",0
"486","Conservative Party","Female","Didn't graduate college","30 to 44","NS",0
"487","Liberal Party","Female","Graduated college","60 plus","ON",1
"488","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"489","Liberal Party","Female","Graduated college","30 to 44","QC",1
"490","Liberal Party","Female","Graduated college","18 to 29","QC",1
"491","Liberal Party","Male","Graduated college","30 to 44","ON",1
"492","Liberal Party","Female","Graduated college","60 plus","BC",1
"493","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"494","Liberal Party","Male","Graduated college","45 to 59","ON",1
"495","Liberal Party","Female","Graduated college","30 to 44","AB",1
"496","Conservative Party","Male","Didn't graduate college","30 to 44","QC",0
"497","Liberal Party","Male","Didn't graduate high school","45 to 59","QC",1
"498","Liberal Party","Female","Graduated college","60 plus","SK",1
"499","Liberal Party","Female","Graduated high school","60 plus","ON",1
"500","Liberal Party","Female","Didn't graduate high school","60 plus","BC",1
"501","Conservative Party","Male","Graduated college","30 to 44","BC",0
"502","Conservative Party","Female","Graduated high school","60 plus","ON",0
"503","Conservative Party","Male","Graduated high school","30 to 44","ON",0
"504","Liberal Party","Female","Graduated college","45 to 59","QC",1
"505","Conservative Party","Female","Didn't graduate college","45 to 59","NL",0
"506","Liberal Party","Female","Graduated college","45 to 59","ON",1
"507","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"508","Conservative Party","Male","Graduated college","60 plus","ON",0
"509","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"510","Liberal Party","Male","Graduated college","30 to 44","ON",1
"511","Liberal Party","Female","Graduated high school","45 to 59","ON",1
"512","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"513","Liberal Party","Female","Graduated high school","60 plus","QC",1
"514","Conservative Party","Male","Didn't graduate high school","30 to 44","AB",0
"515","Conservative Party","Male","Didn't graduate college","45 to 59","QC",0
"516","Conservative Party","Male","Graduated college","60 plus","AB",0
"517","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"518","Liberal Party","Female","Graduated high school","18 to 29","ON",1
"519","Conservative Party","Female","Graduated college","30 to 44","ON",0
"520","Liberal Party","Female","Graduated high school","60 plus","ON",1
"521","Conservative Party","Male","Graduated college","18 to 29","BC",0
"522","Liberal Party","Male","Graduated college","60 plus","ON",1
"523","Liberal Party","Female","Graduated high school","45 to 59","ON",1
"524","Liberal Party","Female","Graduated college","30 to 44","QC",1
"525","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"526","Conservative Party","Male","Graduated college","60 plus","AB",0
"527","Conservative Party","Female","Didn't graduate college","60 plus","BC",0
"528","Liberal Party","Female","Graduated college","45 to 59","NL",1
"529","Liberal Party","Male","Didn't graduate high school","18 to 29","ON",1
"530","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"531","Liberal Party","Male","Graduated college","30 to 44","ON",1
"532","Conservative Party","Female","Graduated high school","18 to 29","QC",0
"533","Liberal Party","Male","Graduated high school","60 plus","ON",1
"534","Liberal Party","Female","Graduated college","60 plus","ON",1
"535","Conservative Party","Male","Graduated college","60 plus","QC",0
"536","Liberal Party","Female","Graduated college","30 to 44","QC",1
"537","Liberal Party","Male","Graduated college","45 to 59","ON",1
"538","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"539","Liberal Party","Male","Graduated college","60 plus","ON",1
"540","Liberal Party","Male","Graduated college","18 to 29","QC",1
"541","Liberal Party","Male","Graduated college","30 to 44","ON",1
"542","Conservative Party","Male","Graduated high school","18 to 29","ON",0
"543","Liberal Party","Male","Didn't graduate high school","60 plus","ON",1
"544","Liberal Party","Female","Graduated college","18 to 29","ON",1
"545","Liberal Party","Female","Graduated college","45 to 59","NB",1
"546","Conservative Party","Female","Graduated college","45 to 59","BC",0
"547","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"548","Conservative Party","Male","Graduated college","60 plus","BC",0
"549","Liberal Party","Female","Graduated college","45 to 59","QC",1
"550","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"551","Liberal Party","Female","Graduated high school","60 plus","QC",1
"552","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"553","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"554","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"555","Liberal Party","Female","Graduated college","60 plus","SK",1
"556","Liberal Party","Male","Graduated college","60 plus","QC",1
"557","Conservative Party","Female","Graduated high school","45 to 59","QC",0
"558","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"559","Liberal Party","Male","Graduated college","45 to 59","BC",1
"560","Liberal Party","Female","Graduated high school","18 to 29","NB",1
"561","Liberal Party","Female","Graduated college","30 to 44","ON",1
"562","Liberal Party","Male","Graduated college","30 to 44","ON",1
"563","Conservative Party","Female","Graduated college","45 to 59","ON",0
"564","Liberal Party","Female","Graduated college","30 to 44","AB",1
"565","Liberal Party","Female","Graduated college","60 plus","QC",1
"566","Conservative Party","Female","Graduated high school","45 to 59","AB",0
"567","Liberal Party","Female","Graduated high school","60 plus","ON",1
"568","Liberal Party","Male","Graduated college","45 to 59","QC",1
"569","Liberal Party","Male","Graduated college","60 plus","ON",1
"570","Conservative Party","Female","Graduated college","60 plus","ON",0
"571","Liberal Party","Female","Graduated college","45 to 59","NS",1
"572","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"573","Liberal Party","Female","Graduated high school","45 to 59","NL",1
"574","Liberal Party","Female","Didn't graduate college","30 to 44","NB",1
"575","Liberal Party","Female","Graduated high school","60 plus","ON",1
"576","Conservative Party","Female","Didn't graduate high school","60 plus","AB",0
"577","Liberal Party","Male","Graduated college","45 to 59","QC",1
"578","Liberal Party","Female","Graduated college","30 to 44","ON",1
"579","Conservative Party","Male","Graduated college","45 to 59","ON",0
"580","Conservative Party","Male","Graduated college","30 to 44","AB",0
"581","Conservative Party","Female","Graduated college","45 to 59","AB",0
"582","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"583","Liberal Party","Male","Graduated college","30 to 44","ON",1
"584","Liberal Party","Female","Graduated college","30 to 44","ON",1
"585","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"586","Conservative Party","Male","Didn't graduate college","45 to 59","BC",0
"587","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"588","Liberal Party","Female","Graduated college","18 to 29","ON",1
"589","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"590","Conservative Party","Male","Graduated college","30 to 44","BC",0
"591","Liberal Party","Male","Graduated college","60 plus","ON",1
"592","Liberal Party","Female","Graduated college","30 to 44","MB",1
"593","Liberal Party","Female","Didn't graduate college","45 to 59","MB",1
"594","Liberal Party","Male","Graduated college","30 to 44","QC",1
"595","Liberal Party","Female","Graduated college","30 to 44","ON",1
"596","Conservative Party","Female","Graduated college","30 to 44","BC",0
"597","Liberal Party","Female","Graduated college","60 plus","AB",1
"598","Liberal Party","Female","Graduated college","45 to 59","ON",1
"599","Liberal Party","Female","Graduated college","60 plus","ON",1
"600","Conservative Party","Female","Graduated college","45 to 59","NL",0
"601","Liberal Party","Female","Didn't graduate college","30 to 44","BC",1
"602","Conservative Party","Male","Didn't graduate college","60 plus","MB",0
"603","Liberal Party","Female","Graduated college","30 to 44","ON",1
"604","Conservative Party","Male","Graduated high school","60 plus","ON",0
"605","Liberal Party","Male","Graduated college","60 plus","NL",1
"606","Liberal Party","Female","Graduated college","45 to 59","BC",1
"607","Liberal Party","Male","Graduated college","60 plus","ON",1
"608","Liberal Party","Female","Graduated college","30 to 44","PE",1
"609","Conservative Party","Male","Graduated college","30 to 44","ON",0
"610","Conservative Party","Female","Graduated high school","30 to 44","AB",0
"611","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
